0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.17640629410743713,0.9756214618682861,7.878029339991599e-10,0.26595360040664673,0.936353325843811,-0.03084791824221611,0.33392322063446045,0.8460934162139893,-0.05525808036327362,0.362358033657074,0.7506462335586548,-0.08855187892913818,0.3800673484802246,0.6730079650878906,-0.12034350633621216,0.33528056740760803,0.7280946373939514,0.024751026183366776,0.36608561873435974,0.664897084236145,-0.008537723682820797,0.39494818449020386,0.6473997831344604,-0.04221300408244133,0.42287832498550415,0.6421052813529968,-0.06784011423587799,0.28809815645217896,0.6977190971374512,0.007974114269018173,0.3306615650653839,0.6396495699882507,-0.04059953987598419,0.3643741011619568,0.6451905369758606,-0.09208468347787857,0.3955570459365845,0.6597025394439697,-0.12423621863126755,0.23278842866420746,0.6829648613929749,-0.017421793192625046,0.2746222913265228,0.6633702516555786,-0.07183312624692917,0.26067182421684265,0.7673526406288147,-0.09587983787059784,0.2435697615146637,0.8525367975234985,-0.10157178342342377,0.17049124836921692,0.6798710823059082,-0.04944617673754692,0.21164125204086304,0.6549919843673706,-0.08769893646240234,0.20951147377490997,0.731334924697876,-0.09730519354343414,0.19611209630966187,0.7967695593833923,-0.09839051216840744
