0,1
"('ThankU/Bathroom/Fine/I/ThankU/Fine/I/Fine/No/Fine/Bathroom/Fine/No/Bathroom/No/Bathroom/I/Bathroom/Fine/Bathroom/I/No/ThankU/Bathroom', '21', '20', '2022', '09', '07')","('Bathroom/ThankU/Bathroom/Yes/No', '21', '21', '2022', '09', '07')"
